Skill,Turkce_Skill
Non-profit Leadership,Kar Amacı Güden Kuruluş Liderliği
Non-profit Development,Kar Amacı Güden Kuruluş Geliştirme
Non-profit Boards,Kar Amacı Güden Kuruluş Kurulları
Non-profit Board Development,Kar Amacı Güden Kuruluş Kurul Geliştirme
Non-profit Administration,Kar Amacı Güden Kuruluş Yönetimi
Non-linear Editing,Doğrusal Olmayan Kurgu
Non-functional Testing,Fonksiyonel Olmayan Test
Non-fiction,Kurgu Dışı
Non-disclosure Agreements,Gizlilik Sözleşmeleri
Non-compete Agreements,Rekabet Yasağı Sözleşmeleri
Non-Governmental Organizations (NGOs),Sivil Toplum Kuruluşları
Non-Food Items,Gıda Dışı Ürünler
Non-Conforming,Uygun Olmayan
Nomenclature,İsimlendirme
Nomadix,Nomadix
Nokia Qt,Nokia Qt
Nokia IPSO,Nokia IPSO
Noise Reduction,Gürültü Azaltma
Noetix,Noetix
OASIS,OASIS
OAS,OAS
OAM&P,OAM&P
OAM,OAM
OAB,OAB
Nylon,Nylon
Nutritional Counseling,Beslenme Danışmanlığı
Nutritional Analysis,Beslenme Analizi
Nutrition Consulting,Beslenme Danışmanlığı
Nutrition,Beslenme
Nutanix Xi Frame,Nutanix Xi Frame
Nutanix Acropolis (AOS),Nutanix Acropolis (AOS)
Nutanix AHV,Nutanix AHV
Nursing Process,Hemşirelik Süreci
Nursing Management,Hemşirelik Yönetimi
Nursing Homes,Huzurevleri
Nursing Care,Hemşirelik Bakımı
Nursery,Çocuk Bakımevi
Nunchuku Skills,Nunchuku Becerileri
Numerology,Numeroloji
Numerical Weather Prediction,Sayısal Hava Tahmini
Numerical Simulation,Sayısal Simülasyon
Numerical Linear Algebra,Sayısal Doğrusal Cebir
Numerical Ability,Sayısal Yetenek
Numeric Filing,Sayısal Dosyalama
Numeric,Sayısal
Number Theory,Sayılar Teorisi
Number Portability,Numara Taşınabilirliği
Number Crunching,Sayılarla Çalışma
Numara Track-It,Numara Track-It
NumPy,NumPy
Nuke,Nuke
Nucleus RTOS,Nucleus RTOS
Nucleus,Nucleus
Nucleic Acid,Nükleik Asit
Nuclear Weapons,Nükleer Silahlar
Nuclear Safety,Nükleer Güvenlik
Nuclear Proliferation,Nükleer Yayılma
Nuclear Power Plants,Nükleer Enerji Santralları
Nuclear Physics,Nükleer Fizik
Nuclear Pharmacy,Nükleer Eczacılık
Nuclear Medicine,Nükleer Tıp
Nuclear Licensing,Nükleer Lisanslama
Nuclear Fuel Cycle,Nükleer Yakıt Döngüsü
Nuclear Energy,Nükleer Enerji
Nuclear Decommissioning,Nükleer Değerlendirme
Nuclear Chemistry,Nükleer Kimya
Nuance,Nuance
Ntop,Ntop
Nslookup,Nslookup
Nservicebus,Nservicebus
Novels,Romanlar
Legal Hold,Yasal Saklama
OOABAP,OOABAP
ONT,ONT
ONIX,ONIX
OMNI,OMNI
OMCR,OMCR
OMB Circular A-133,OMB Circular A-133
OMB,OMB
OMAP,OMAP
OMA DM,OMA DM
OLTP,OLTP
OLT,OLT
OLEDB,OLEDB
OLED,OLED
OLE Automation,OLE Otomasyon
OLE,OLE
OLAP Cubes,OLAP Kübleri
OLA,OLA
OJEU,OJEU
OIS,OIS
OIG,OIG
OID,OID
OHS,OHS
OGSYS,OGSYS
OGRE,OGRE
OGC Gateway Reviews,OGC Kapı İncelemeleri
OFDMA,OFDMA
OFDM,OFDM
OFCCP,OFCCP
OFAC,OFAC
OFA,OFA
OEMs,OEMler
OEM contracts,OEM Sözleşmeleri
OEM Sales,OEM Satışları
OEIC,OEIC
OEE,OEE
OECD,OECD
OData,OData
ODS,ODS
ODM management,ODM Yönetimi
ODM,ODM
ODI,ODI
ODE,ODE
ODC,ODC
ODBC,ODBC
OCaml,OCaml
OCS 2007,OCS 2007
OCP,OCP
OCN,OCN
OCIP,OCIP
OCI,OCI
OCFS,OCFS
OCAP,OCAP
OBIEE,OBIEE
OBI Apps,OBI Uygulamaları
OBI,OBI
OBC,OBC
OAuth,OAuth
Legal Advice,Yasal Danışmanlık
Object Recognition,Nesne Tanıma
Object Pascal,Object Pascal
Object Oriented Software,Nesne Yönelimli Yazılım
Object Oriented Perl,Nesne Yönelimli Perl
Object Oriented Modeling,Nesne Yönelimli Modelleme
Object Oriented Design,Nesne Yönelimli Tasarım
Object Modelling,Nesne Modelleme
Obituaries,Ölüm İlanları
Obfuscation,Karartma
Obedience,İtaat
Obagi,Obagi
OWSM,OWSM
OWL,OWL
OWASP ZAP,OWASP ZAP
OWASP,OWASP
OVD,OVD
OTV,OTV
OTP,OTP
OTN,OTN
OTM,OTM
OTDR,OTDR
OST,OST
OSSTMM,OSSTMM
OSPF,OSPF
OSP Engineering,OSP Engineering
OSP Construction,OSP Construction
OSM,OSM
OSIsoft PI,OSIsoft PI
OSHPD,OSHPD
OSHA Record Keeping,OSHA Kayıt Tutma
OSHA Instruction,OSHA Talimatı
OSHA Compliance,OSHA Uyum
OSHA Certified,OSHA Sertifikalı
OSHA,OSHA
OSEK,OSEK
OSE,OSE
OSD,OSD
OSC,OSC
OSB,OSB
OSA,OSA
OS/390,OS/390
OS Migration,İşletim Sistemi Göçü
ORSA,ORSA
ORM Tools,ORM Araçları
ORM,ORM
OREO,OREO
ORA,ORA
OPUS,OPUS
OPM3,OPM3
OPL,OPL
OPCA,OPCA
OPAS,OPAS
OPAL,OPAL
OPA,OPA
OOS,OOS
Legacy Giving,Miras Bağışı
ICT Security,BİT Güvenliği
Oil and Gas Drilling,Petrol ve Gaz Sondajı
Oil and Gas,Petrol ve Gaz
Oil Sands,Petrol Kumları
Oil Industry,Petrol Endüstrisi
Oil Changes,Yağ Değişimi
Oil Analysis,Yağ Analizi
Oil &amp; Gas Services,Oil &amp; Gas Services
Oil &amp; Gas Law,Oil &amp; Gas Law
Oil &amp; Gas Accounting,Oil &amp; Gas Accounting
Oil &amp; Gas,Oil &amp; Gas
Offshoring,Dış Kaynak Kullanımı
Offshore Outsourcing,Açık Deniz Dış Kaynak Kullanımı
Offshore Operations,Açık Deniz Operasyonları
Offshore Oil and Gas,Açık Deniz Petrol ve Gaz
Offshore Oil &amp; Gas,Offshore Oil &amp; Gas
Offshore Oil,Açık Deniz Petrol
Offshore,Açık Deniz
Offset Printing,Ofset Baskı
Office Management,Ofis Yönetimi
Office Administration,Ofis İdaresi
Off Page,Sayfa Dışı
Oenology,Oenoloji
Odeon,Odeon
Oculus Rift,Oculus Rift
Oculus,Oculus
Ocular Disease,Göz Hastalığı
Octopus,Octopus
Octel,Octel
Octave,Octave
Oceanography,Okyanus Bilimi
Ocean Marine,Okyanus Denizciliği
Ocean Energy,Okyanus Enerjisi
Occupational Therapy,Mesleki Terapi
Occupational Therapists,Mesleki Terapistler
Occupational Rehabilitation,Mesleki Rehabilitasyon
Occupational Psychology,Mesleki Psikoloji
Occupational Medicine,Mesleki Tıp
Occupancy Planning,Doluluk Planlaması
Occupancy,Doluluk
Occlusion,Tıkanıklık
Obstructive Sleep Apnea,Tıkayıcı Uyku Apnesi
Obstetrics,Doğum Bilimi
Observational Studies,Gözlemsel Çalışmalar
Observational Astronomy,Gözlemsel Astronomi
Observational,Gözlemsel
Oboe,Obua
Olfaction,Koku Duyusu
Objective-C,Objective-C
Objection Handling (Sales),İtiraz Yönetimi (Satış)
Objection Handling,İtiraz Yönetimi
Leave of Absence Management,İzin Yönetimi
Online Help,Çevrimiçi Yardım
Online Gaming,Çevrimiçi Oyun
Online Focus Groups,Çevrimiçi Odak Gruplar
Online Enrollment,Çevrimiçi Kayıt
Online Branding,Çevrimiçi Markalaşma
Online Advertising,Çevrimiçi Reklamcılık
OneStream,OneStream
OneSource,OneSource
OneSite,OneSite
OneNote,OneNote
One-on-one Instruction,Bire Bir Eğitim
One On One,Bire Bir
Oncology Nursing,Onkoloji Hemşireliği
Oncology Clinical Research,Onkoloji Klinik Araştırmaları
Onboarding,İşe Alıştırmak
OnTime,OnTime
OnSSI,OnSSI
OnBase,OnBase
On-camera Talent,Kamera Önü Yeteneği
On-board Diagnostics,Yerleşik Teşhis
On-air Announcing,Havadan Duyuru
On-Set VFX Supervision,Set Üstü VFX Denetimi
On-Screen Takeoff,Ekrandaki Takeoff
On Screen Takeoff,Ekrandaki Takeoff
On Location,Yerinde
Omnis,Omnis
Omnimark,Omnimark
Omnicell,Omnicell
Omnibus,Omnibus
OmniPlus,OmniPlus
OmniPage,OmniPage
OmniGraffle,OmniGraffle
Omni-Channel Marketing,Omni-Kanal Pazarlaması
Omneon,Omneon
Omgeo Oasys,Omgeo Oasys
Omeka,Omeka
Omega,Omega
Olympic,Olimpik
OllyDbg,OllyDbg
Oligonucleotides,Oligonükleotidler
Oligonucleotide Synthesis,Oligonükleotid Sentezi
Olga Software,Olga Software
Olefins,Olefinler
Older Homes,Eski Evler
Old School,Eski Okul
Okuma,Okuma
Okta Single Sign-On,Okta Single Sign-On
Okta Administration,Okta Yönetimi
OkHttp,OkHttp
Oilfield,Petrol Sahası
Oil on Canvas,Tuval Üzerine Yağlıboya
Oil and Gas Industry,Petrol ve Gaz Endüstrisi
Learning Disabilities,Öğrenme Güçlükleri
ICP,ICP
Operational Risk,Operasyonel Risk
Operational Planning,Operasyonel Planlama
Operational Oversight,Operasyonel Denetim
Operational Excellence,Operasyonel Mükemmellik
Operational Efficiency,Operasyonel Verimlilik
Operational Acceptance Testing (OAT),Operasyonel Kabul Testi
Operating Systems,İşletim Sistemleri
Operating Room,Ameliyathane
Operating Models,Operasyon Modelleri
Operating Budgets,Operasyon Bütçeleri
Opera,Opera
Opening Doors,Kapılar Açmak
OpenVMS (VMS),OpenVMS (VMS)
OpenJPA,OpenJPA
OpenCV,OpenCV
Open XML,Open XML
Open Water Diver,Açık Suda Dalışçı
Open Verification Methodology,Açık Doğrulama Metodolojisi
Open Text Livelink,Open Text Livelink
Open Source Software,Açık Kaynak Yazılım
Open Source,Açık Kaynak
Open Office,Open Office
Open Enrollment,Açık Kayıt
Open Database Connectivity (ODBC),Open Database Connectivity (ODBC)
Opalis,Opalis
Oozie,Oozie
Onyx RIP,Onyx RIP
Onyx CRM,Onyx CRM
Onyx,Onyx
Ontologies,Ontolojiler
Ontario Building Code,Ontario Yapı Kodu
Onsite-Offshore model,Yerinde-Uzak Kıyı Modeli
Onsite-Offshore co-ordination,Yerinde-Uzak Kıyı Koordinasyonu
Onsite Coordination,Yerinde Koordinasyon
Onshore,Kıyı
Online Video Marketing,Çevrimiçi Video Pazarlaması
Online Travel,Çevrimiçi Seyahat
Online Transaction Processing (OLTP),Çevrimiçi İşlem İşleme
Online Social Networking,Çevrimiçi Sosyal Ağ
Online Retail,Çevrimiçi Perakende
Online Research,Çevrimiçi Araştırma
Online Publishing,Çevrimiçi Yayıncılık
Online Poker,Çevrimiçi Poker
Online News,Çevrimiçi Haber
Online Merchandising,Çevrimiçi Satıcılık
Online Media Buys,Çevrimiçi Medya Satın Alımları
Online Marketing Analysis,Çevrimiçi Pazar Analizi
Online Marketing,Çevrimiçi Pazarlama
Online Journalism,Çevrimiçi Gazetecilik
Leadership in Energy and Environmental Design (LEED),Enerji ve Çevresel Tasarımda Liderlik
WCAG,WCAG
Oracle Identity Manager,Oracle Identity Manager
Oracle IPM,Oracle IPM
Oracle HR,Oracle HR
Oracle Grid,Oracle Grid
Oracle Forms,Oracle Forms
Oracle Financials,Oracle Financials
Oracle Enterprise Resource Planning (ERP) Cloud,Oracle Enterprise Resource Planning (ERP) Cloud
Oracle ERP Implementations,Oracle ERP Implementations
Oracle ERP,Oracle ERP
Oracle E-Business Suite,Oracle E-Business Suite
Oracle Discoverer,Oracle Discoverer
Oracle Database,Oracle Database
Oracle Data Integrator (ODI),Oracle Data Integrator (ODI)
Oracle Data Guard,Oracle Data Guard
Oracle Cloud,Oracle Cloud
Oracle Clinical,Oracle Clinical
Oracle Certification Program (OCP),Oracle Certification Program (OCP)
Oracle CRM,Oracle CRM
Oracle BPEL,Oracle BPEL
Oracle BIEE,Oracle BIEE
Oracle Applications,Oracle Applications
Oracle Application Server,Oracle Application Server
Oracle Application Express,Oracle Application Express
Oracle Agile PLM,Oracle Agile PLM
Oracle Agile,Oracle Agile
Optometry,Göz Muayenesi
Optoelectronics,Optoelektronik
Options Strategies,Opsiyon Stratejileri
Optimization Algorithms,Optimizasyon Algoritmaları
Optics,Optik
Optical Transport Network (OTN),Optical Transport Network (OTN)
Optical Rotation,Optik Rotasyon
Optical Microscopy,Optik Mikroskobi
Optical Fiber,Optik Fiber
Optical Coherence Tomography,Optik Koherens Tomografisi
Opsview,Opsview
Ops,Operasyonlar
Opposition,Muhalefet
Opportunity Qualification,Fırsat Niteliği
Opportunity Mapping,Fırsat Haritalama
Opportunity Identification,Fırsat Tanımlama
Opportunity Analysis,Fırsat Analizi
Opinion Writing,Görüş Yazma
Opinion Polling,Görüş Anketi
Opics,Opics
Ophthalmology,Göz Hastalıkları
Operative Dashboard,Operatif Gösterge Paneli
Operations Support,Operasyon Desteği
Leadership Mentoring,Liderlik Mentoringi
Original Music,Orijinal Müzik
Origami,Origami
Organizing Meetings,Toplantıları Düzenleme
Organizational Structure,Organizasyon Yapısı
Organizational Reengineering,Organizasyonel Yeniden Mühendislik
Organizational Learning,Organizasyonel Öğrenme
Organizational Initiatives,Organizasyonel Girişimler
Organizational Effectiveness,Organizasyonel Etkinlik
Organizational Development,Organizasyonel Gelişim
Organizational Design,Organizasyonel Tasarım
Organizational Culture,Organizasyon Kültürü
Organizational Change Agent,Organizasyonel Değişim Aracısı
Organizational Behavior,Organizasyon Davranışı
Organizational Agility,Organizasyon Esnekliği
Organisational Leadership,Organizasyonel Liderlik
Organisational Alignment,Organizasyonel Hizalama
Organic Synthesis,Organik Sentez
Organic Gardening,Organik Bahçecilik
Organic Farming,Organik Tarım
Organic Cotton,Organik Pamuk
Organic Chemistry,Organik Kimya
Organ Donation,Organ Bağışı
Orff,Orff
Order to Cash,Siparişten Nakit
Order Taking,Sipariş Alma
Order Picking,Sipariş Toplama
Order Management,Sipariş Yönetimi
Orchids,Orkide
Orchestral Music,Orkestra Müziği
Orchard,Meyve Bahçesi
Orca,Orca
Orbital Welding,Yörüngesel Kaynak
Orbital Mechanics,Yörünge Mekaniği
Orbital Dynamics,Yörünge Dinamiği
Orbit,Yörünge
Oral Surgery,Ağız Cerrahisi
Oral Motor,Ağız Motoru
PCR,PCR
Oral History,Sözlü Tarih
Oral Arguments,Sözlü Argümanlar
Oracle Xstore,Oracle Xstore
Oracle XE,Oracle XE
Oracle VM,Oracle VM
Oracle SQL Developer,Oracle SQL Developer
Oracle SOA Suite,Oracle SOA Suite
Oracle Reports,Oracle Reports
Oracle RDC,Oracle RDC
Oracle RAC,Oracle RAC
Oracle PIM,Oracle PIM
Oracle OLAP,Oracle OLAP
Lawson General Ledger,Lawson General Ledger
Oxides,Oksitler
Oxidative Stress,Oksidatif Stres
OxMetrics,OxMetrics
Ownership Transition,Mülkiyet Devri
Ownership,Mülkiyet
Owners Representative,Mülk Sahibi Temsilcisi
Owner Occupied,Mülk Sahibi Tarafından Kullanılan
Ovid,Ovid
Overtime,Fazla Mesai
Oversight,Denetim
Overseas Sourcing,Yurtdışı Tedarik
Overseas Production,Yurtdışı Üretim
Overseas Experience,Yurtdışı Deneyimi
Overhaul,Genel Revizyon
Overcoming Challenges,Zorlukların Üstesinden Gelme
Overcome Obstacles,Engellerin Üstesinden Gelme
Overcome Objections,İtirazların Üstesinden Gelme
Overall Wellness,Genel Sağlık
Outstart Evolution,Outstart Evolution
Outsourcing Management,Dış Kaynak Yönetimi
Outside Sales,Dış Satış
Outplacement,Dış İstihdam
Outlook,Outlook
Outerwear,Dış Giyim
Outdoor Recreation,Açık Hava Rekreasyonu
Outdoor Living Areas,Açık Hava Yaşam Alanları
Outdoor Kitchens,Açık Hava Mutfakları
Outdoor Education,Açık Hava Eğitimi
Outcome focused,Sonuç Odaklı
Outboard Gear,Outboard Gear
Otolaryngology,Kulak Burun Boğaz
Ostomy Care,Ostomi Bakımı
Ostomy,Ostomi
Osteoporosis,Osteoporoz
Osteopathy,Osteopati
Osteology,Osteoloji
Osmometer,Osometre
Osmolality,Osmolalite
Osiris,Osiris
Oscript,Oscript
Oscillators,Osilatörler
Orthotics,Ortotik
Orthopedics,Ortopedi
Orthopedic Rehabilitation,Ortopedik Rehabilitasyon
Orthokeratology,Ortokeratoloji
Orthognathic Surgery,Ortognatik Cerrahi
Orthodontics,Ortodonti
Ortho,Ortho
Orphan Drugs,Yetim İlaçlar
Ornaments,Süslemeler
Ornamental,Süsleyici
Orion,Orion
Law Enforcement Intelligence,Kolluk Kuvvetleri İstihbaratı
PDO,PDO
PDMS,PDMS
PDMLink,PDMLink
PDM Works,PDM Works
PDM,PDM
PDLC,PDLC
PDL,PDL
PDK,PDK
PDH,PDH
PDFLib,PDFLib
PDF Creator,PDF Creator
PDE,PDE
PDD-NOS,PDD-NOS
PDCA,PDCA
PDB,PDB
PCS7,PCS7
PCRF,PCRF
PCR Primer Design,PCR Primer Tasarımı
PCPW,PCPW
PCN,PCN
PCMM,PCMM
PCLaw,PCLaw
PCL,PCL
PCIe,PCIe
PCI-X,PCI-X
PCE,PCE
PCB Design,PCB Tasarımı
PCAP,PCAP
PCAD,PCAD
PCA,PCA
PC Games,PC Oyunları
PC & Mac platforms,PC ve Mac Platformları
PBX,PBX
PBS,PBS
PBMC isolation,PBMC İzolasyonu
PBIS,PBIS
PBASIC,PBASIC
PASMA,PASMA
PAP,PAP
PAN,PAN
PAM for Securities,Menkul Kıymetler için PAM
PALS,PALS
PADS Logic,PADS Logic
PADS Layout,PADS Layout
PADS,PADS
PADI Divemaster,PADI Divemaster
PADI,PADI
PACS,PACS
PACER,PACER
PABX Systems,PABX Sistemleri
PA-DSS,PA-DSS
P&L Management,Kâr ve Zarar Yönetimi
P & L Oversight,Kâr ve Zarar Denetimi
Ozone,Ozon
Oxygen XML Editor,Oxygen XML Editörü
Oxygen Therapy,Oksijen Tedavisi
Launching New Brands,Yeni Markaların Lansmanı
WEEE,WEEE
PLI,PLI
PLC Siemens,PLC Siemens
PLC Programming,PLC Programlama
PLC,PLC
PLA,PLA
PKMS,PKMS
PKCS#11,PKCS#11
PKCS,PKCS
PK/PD,PK/PD
PJM,PJM
PIX,PIX
PIPEs,PIPEs
PIP,PIP
PIOS,PIOS
PIM-SM,PIM-SM
PIM-DM,PIM-DM
PID,PID
PICU,PICU
PICC Lines,PICC Hatları
PIC Programming,PIC Programlama
PIC,PIC
PHY,PHY
PHR,PHR
PHPUnit,PHPUnit
PHPNuke,PHPNuke
PHPList,PHPList
PHP Frameworks,PHP Çatıları
PHEV,PHEV
PHDWin,PHDWin
PGP,PGP
PGA,PGA
PFlow,PFlow
PFT,PFT
PFP,PFP
PFI,PFI
PFGE,PFGE
PFEP,PFEP
PFD,PFD
PEX,PEX
PEST Analysis,PEST Analizi
PEST,PEST
PEPP,PEPP
PEP,PEP
PEO,PEO
PEFC,PEFC
PEEP,PEEP
PED,PED
PECS,PECS
PEAR,PEAR
PDW,PDW
PDU,PDU
PDSN,PDSN
PDSA,PDSA
PDS,PDS
PDR,PDR
PDP-11,PDP-11
Latin Dance,Latin Dansı
PSV sizing,PSV boyutlandırma
PSUR,PSUR
PSTools,PSTools
PSSR,PSSR
PSS/E,PSS/E
PSP,PSP
PSM,PSM
PSL management,PSL yönetimi
PSIM,PSIM
PSD to Wordpress,PSD'den WordPress'e
PSD to Joomla,PSD'den Joomla'ya
PSD,PSD
PSCAD,PSCAD
PSAs,PSAs
PS3,PS3
PRTK,PRTK
PRTG,PRTG
PRS,PRS
PRMan,PRMan
PRK,PRK
PRI,PRI
PQRI,PQRI
PQQs,PQQs
PPTP,PPTP
PPPoE,PPPoE
PPP,PPP
PPO,PPO
PPMS,PPMS
PPE,PPE
PPC,PPC
PPBES,PPBES
PPAP,PPAP
PPA,PPA
POVRay,POVRay
POTS,POTS
POP materials,POP malzemeleri
POP Displays,POP Gösterimleri
PON,PON
POMS,POMS
POJO,POJO
PNR,PNR
PNA,PNA
PMR,PMR
PMP,PMP
PMO set-up,PMO kurulumu
PMO,PMO
PML,PML
PMIS,PMIS
PMI,PMI
PMD,PMD
PMCS,PMCS
PMC,PMC
PMAs,PMAs
PMA,PMA
PLS-CADD,PLS-CADD
PLM Tools,PLM Araçları
PLL,PLL
Pandas (Software),Pandas (Software)
Pamphlets,Broşürler
Pamper Parties,Şımartma Partileri
Pamcrash,Pamcrash
Palo Alto Networks,Palo Alto Networks
Palm OS,Palm OS
Palliative Care,Palyatif Bakım
Pallets,Paletler
Pallet Jack,Palet Jack
Paleontology,Paleontoloji
Paleoecology,Paleoekoloji
Palantir,Palantir
Palaeography,Paleografi
Pal,Pal
PaintShop Pro,PaintShop Pro
Paint Tool SAI,Paint Tool SAI
Paint,Boya
Paging,Sayfalama
Pagination,Sayfalandırma
Pagemaker,Pagemaker
PageUp,PageUp
Page Layout,Sayfa Düzeni
Paddling,Kürek çekme
Packing,Paketleme
Packet Tracer,Packet Tracer
Packaging Engineering,Paketleme Mühendisliği
Packaging Design,Paketleme Tasarımı
Pack Office,Pack Office
Pacific Islands,Pasifik Adaları
PaaS,PaaS
PY,PY
PXRD,PXRD
PXI,PXI
PXE,PXE
PWM,PWM
PWB,PWB
PWA,PWA
PVTsim,PVTsim
PVST+,PVST+
PVS,PVS
PVM,PVM
PVD,PVD
PVC,PVC
PV,PV
PUWER,PUWER
PTW,PTW
PTT,PTT
PTS,PTS
PTO,PTO
PTMS,PTMS
PTLLS,PTLLS
PTF,PTF
PTCRB,PTCRB
PTC ThingWorx,PTC ThingWorx
PSpice,PSpice
PSoC,PSoC
Latent Zero,Latent Zero
Pastel Partner,Pastel Partner
Pastel Evolution,Pastel Evolution
PastPerfect,PastPerfect
Passive Candidate Generation,Pasif Aday Üretimi
Passive Candidate Development,Pasif Aday Gelişimi
Passionate about Work,Çalışmaya Tutkulu
Pass Plus,Pass Plus
Pascal,Pascal
Party Wall Surveyor,Party Duvarı Ölçümcüsü
Party Wall,Party Duvarı
Party Favors,Parti Hediyeleri
Parts,Parçalar
Partnerships,Ortaklıklar
Partnership Marketing,Ortaklık Pazarlaması
Partner Relationship Management,Partner İlişki Yönetimi
Partner Management,Partner Yönetimi
Parties,Partiler
Particle Size,Parçacık Boyutu
Particle Effects,Parçacık Etkileri
Participatory Rural Appraisal,Katılımcı Kırsal Değerlendirme
Participant Observation,Katılımcı Gözlemi
Part-Time CFO Services,Kısmi Zamanlı CFO Hizmetleri
Parks,Parklar
Parking Lots,Otoparklar
Parasitology,Parazitoloji
Paranormal Romance,Doğaaüstü Romantik
Paramedic,Acil Sağlık Personeli
Parallel Virtual Machine (PVM),Parallel Virtual Machine (PVM)
Parallel Programming,Paralel Programlama
Parallel Computing,Paralel Hesaplama
Paralegals,Hukuk Görevlileri
Paperwork,Evrak İşlemleri
Papervision3D,Papervision3D
Papermaking,Kağıt Üretimi
Paperboard,Karton
Paper Prototyping,Kağıt Prototipleme
Paper Mills,Kağıt Fabrikaları
Paper Management,Kağıt Yönetimi
Paper Cutting,Kağıt Kesme
Paper Craft,Kağıt El İşleri
Panvalet,Panvalet
Pants,Pantolon
Pantone,Pantone
Panorama,Panorama
Panic Disorder,Panik Bozukluğu
PanelView Plus,PanelView Plus
PanelBuilder,PanelBuilder
Panel Upgrades,Panel Yükseltmeleri
Panel Moderator,Panel Moderatörü
Panel Design,Panel Tasarımı
Panel Building,Panel İnşaatı
Laser Safety,Lazer Güvenliği
Pediatric Psychology,Çocuk Psikolojisi
Pediatric Nursing,Çocuk Hemşireliği
Pediatric Neurology,Çocuk Nörolojisi
Pediatric Intensive Care,Çocuk Yoğun Bakım
Pediatric Endocrinology,Çocuk Endokrinolojisi
Pediatric Dentistry,Çocuk Diş Hekimliği
Pediatric CPR,Çocuk CPR
Pedestrian Safety,Yaya Güvenliği
Pedagogy,Pedagoji
Pearls,İnciler
Peak Performance Training,Zirve Performans Eğitimi
Peak,Zirve
Peachtree,Peachtree
Peacemaker,Peacemaker
Peacekeeping,Barış Gücü
Peacebuilding,Barış İnşası
Peace,Barış
Pdf,Pdf
Pc-Dmis,Pc-Dmis
Payroll Taxes,Bordro Vergileri
Payroll Processing,Bordro İşlemleri
Payment by Results,Sonuçlara Göre Ödeme
Payment Systems,Ödeme Sistemleri
Payment Industry,Ödeme Endüstrisi
Payment Gateways,Ödeme Geçitleri
Payment Card Processing,Ödeme Kartı İşlemleri
Pay TV,Ücretli TV
Pay Per Click (PPC),Tıklama Başına Ödeme (PPC)
Pay,Ödeme
Pavers,Kaldırım Taşları
Pavement Management Systems,Kaplama Yönetim Sistemleri
Pavement Management,Kaplama Yönetimi
Pavement Engineering,Kaplama Mühendisliği
Pattern Making,Desen Yapımı
Pattern Design,Desen Tasarımı
Pattern,Desen
Patrol,Devriye
Patios,Avlular
Patio Doors,Avlu Kapıları
Patient Satisfaction,Hasta Memnuniyeti
Patient Education,Hasta Eğitimi
Patient Counseling,Hasta Danışmanlığı
Patent Prosecution,Patent Takibi
Patent Portfolio Analysis,Patent Portföy Analizi
Patent Litigation,Patent Davaları
Patent Enforcement,Patent Uygulama
Patch Panels,Yama Panelleri
