Job Titles_En,Turkce_Meslek
Lead Oracle Database Administrator,Baş Oracle Veritabanı Yöneticisi
Lead Plastic Machine Operator,Baş Plastik Makine Operatörü
Lead Tutor,Baş Eğitmen
Lead User Interface Designer,Baş Kullanıcı Arayüzü Tasarımcısı
Leader,Lider
Leadperson,Grup Sorumlusu
Lean Six Sigma Black Belt,Lean Six Sigma Siyah Kuşak
Learning And Development Coordinator,Öğrenme ve Gelişim Koordinatörü
Learning And Development Executive,Öğrenme ve Gelişim Yöneticisi
Learning And Development Manager,Öğrenme ve Gelişim Müdürü
Learning And Development Role,
Learning And Development Specialist,Öğrenme ve Gelişim Uzmanı
Learning Assistant,Öğrenme Asistanı
Learning Centre Assistant,Öğrenme Merkezi Asistanı
Learning Consultant,Öğrenme Danışmanı
Learning Designer,Öğrenme Tasarımcısı
Learning Executive,Öğrenme Yöneticisi
Learning Experience Designer,Öğrenme Deneyimi Tasarımcısı
Learning Facilitator,Öğrenme Yönlendiricisi
Learning Management System Administrator,Öğrenme Yönetim Sistemi Yöneticisi
Learning Manager,Öğrenme Müdürü
Learning Specialist,Öğrenme Uzmanı
Learning Support Assistant,Öğrenme Destek Asistanı
Learning Support Officer,Öğrenme Destek Görevlisi
Learning Support Teacher,Öğrenme Destek Öğretmeni
Leasing Executive,Kiralama Yöneticisi
Leasing Manager,Kiralama Müdürü
Leasing Officer,Kiralama Görevlisi
Lecturer,Öğretim Görevlisi
Lecturer In Clinical Psychology,Klinik Psikoloji Öğretim Görevlisi
Lecturer In Computer Science,Bilgisayar Bilimleri Öğretim Görevlisi
Lecturer In Early Childhood Education,Erken Çocukluk Eğitimi Öğretim Görevlisi
Lecturer In Law,Hukuk Öğretim Görevlisi
Lecturer In Psychology,Psikoloji Öğretim Görevlisi
Lecturer Information Technology,Bilgi Teknolojileri Öğretim Görevlisi
Lecturer in Economics,İktisat Öğretim Görevlisi
Legal Administrator,Hukuk Yöneticisi
Legal Adviser,Hukuk Danışmanı
Legal Affairs Specialist,Hukuk İşleri Uzmanı
Legal And Compliance Officer,Hukuk ve Uyum Görevlisi
Legal Assistant,Hukuk Asistanı
Legal Associate,Hukuk Uzmanı
Legal Clerk,Hukuk Katipliği
Legal Consultant,Hukuk Danışmanı
Legal Counsel,Hukuk Müşaviri
Legal Executive,Hukuk Yöneticisi
Legal Intern,Hukuk Stajyeri
Legal Manager,Hukuk Müdürü
Legal Officer,Hukuk Görevlisi
Legal Role,
Legal Secretary,Hukuk Sekreteri
Legal Services Support Officer,Hukuk Hizmetleri Destek Görevlisi
Legal Specialist,Hukuk Uzmanı
Lending Specialist,Kredi Uzmanı
Letter Carrier,Postacı
Liability Claims Specialist,Sorumluluk Talepleri Uzmanı
Liability Underwriter,Sorumluluk Sigortacısı
Liaison Executive,İletişim Yöneticisi
Liaison Manager,Bağlantı Yöneticisi
Liaison Officer,İletişim Görevlisi
Librarian,Kütüphaneci
Library Assistant,Kütüphane Görevlisi
Licensed MFT,Lisanslı Evlilik ve Aile Terapisti
Licensed MSW,Lisanslı Sosyal Hizmet Uzmanı
Licensed Marriage And Family Therapist,Lisanslı Evlilik ve Aile Terapisti
Licensed Massage Therapist,Lisanslı Masaj Terapisti
Licensed Master Social Worker,Lisanslı Sosyal Hizmet Uzmanı
Licensed Mental Health Counselor,Lisanslı Ruh Sağlığı Danışmanı
Licensed Nursing Home Administrator,Lisanslı Huzurevi Yöneticisi
Licensed Practical Nurse,Uygulamalı Hemşire
Licensed Vocational Nurse,Mesleki Hemşire
Licensing Executive,Lisanslama Yöneticisi
Licensing Officer,Lisanslama Görevlisi
Licensing Specialist,Lisanslama Uzmanı
Lieutenant,Teğmen
Life Coach,Yaşam Koçu
Life Insurance Adviser,Hayat Sigortası Danışmanı
Life Planner,Yaşam Planlamacısı
Life Underwriter,Hayat Sigortacısı
Lifeguard,Cankurtaran
Lifestyle Consultant,Yaşam Tarzı Danışmanı
Lift And Escalator Technician,Asansör ve Merdiven Teknikeri
Lift Technician,Asansör Teknikeri
Lifting Supervisor,Kaldırma İşleri Denetçisi
Lighting Designer,Aydınlatma Tasarımcısı
Lighting Specialist,Aydınlatma Uzmanı
Limited License Master Social Worker,Kısıtlı Lisanslı Sosyal Hizmet Uzmanı
Line Cook,Yemekhane Çalışanı
Line Leader,Hat Lideri
Line Manager,Hat Yöneticisi
Line Runner,Hat Çalışanı
Line Supervisor,Hat Denetçisi
Line Technician,Hat Teknikeri
Linguist,Dilbilimci
Link Builder,Bağlantı Oluşturucusu
Linux Administrator,Linux Yönetici
Linux Engineer,Linux Mühendisi
Linux System Admin,Linux Sistem Yöneticisi
Linux Systems Administrator,Linux Sistem Yöneticisi
Linux Systems Engineer,Linux Sistem Mühendisi
Liquor Establishment Manager,İçkili Yer Yöneticisi
Litigation,
Litigation Clerk,Davalar Büro Görevlisi
Litigation Lawyer,Davalar Avukatı
Litigation Secretary,Davalar Sekreteri
Litigation Specialist,Davalar Uzmanı
Live Chat Agent,Canlı Sohbet Temsilcisi
Live Streaming Host,Canlı Yayın Sunucusu
Live Streaming Supervisor,Canlı Yayın Sorumlusu
Loader,Yükleyici
Loader Operator,Yükleyici Operatörü
Loan Clerk,Kredi Memuru
Loan Consultant,Kredi Danışmanı
Loan Officer,Kredi Görevlisi
Loan Opener,
Loan Processing Officer,Kredi İşlemleri Görevlisi
Loan Processor,Kredi İşlemcisi
Loan Specialist,Kredi Uzmanı
Loans Analyst,Krediler Analisti
Loans Officer,Krediler Görevlisi
Locksmith,Çilingir
Logger,Tomrukçu
Logistics Administration Officer,Lojistik İdare Görevlisi
Logistics Administrator,Lojistik Yöneticisi
Logistics Analyst,Lojistik Analisti
Logistics And Warehouse Coordinator,Lojistik ve Depo Koordinatörü
Logistics Assistant,Lojistik Asistanı
Logistics Associate,Lojistik Uzmanı
Logistics Clerk,Lojistik Memuru
Logistics Coordinator,Lojistik Koordinatörü
Logistics Department Specialist,Lojistik Bölümü Uzmanı
Logistics Executive,Lojistik Yöneticisi
Logistics Lead,Lojistik Lideri
Logistics Manager,Lojistik Müdürü
Logistics Officer,Lojistik Görevlisi
Logistics Operations Manager,Lojistik Operasyonları Müdürü
Logistics Planner,Lojistik Planlamacısı
Logistics Sales,Lojistik Satış Temsilcisi
Logistics Specialist,Lojistik Uzmanı
Logistics Supervisor,Lojistik Sorumlusu
Logistics Support Officer,Lojistik Destek Görevlisi
Long-Term Care Licensed Practical Nurse,Uzun Süreli Bakım Lisanslı Uygulamalı Hemşiresi
Long-Term Care Nurse,Uzun Süreli Bakım Hemşiresi
Lorry Driver,Kamyon Sürücü
Loss Adjuster,Hasar Değerlendiricisi
Loss Mitigation Specialist,Zarar Azaltma Uzmanı
Loss Prevention Manager,Zarar Önleme Müdürü
Loss Prevention Officer,Zarar Önleme Görevlisi
Loss Prevention Supervisor,Zarar Önleme Sorumlusu
Lotus Notes Administrator,Lotus Notes Yöneticisi
Lotus Notes Developer,Lotus Notes Geliştiricisi
Low Voltage Technician,Alçak Gerilim Teknisyeni
Loyalty Manager,Sadakat Programı Yöneticisi
Lumber Sales Supervisor,Kereste Satış Sorumlusu
Lumber Trader,Kereste Tüccarı
Lunch Manager,Öğle Yemeği Yöneticisi
Luncheonette Manager,Kafeterya Müdürü
Luncheonette Operator,Kafeterya Operatörü
Lunchroom Aide,Yemekhane Yardımcısı
Lunchroom Attendant,Yemekhane Görevlisi
Lunchroom Food Service Supervisor,Yemekhane Yiyecek Hizmetleri Sorumlusu
Lunchroom Operator,Yemekhane Operatörü
Lunchroom Worker,Yemekhane Çalışanı
Lyricist,Söz Yazarı
MAC Specialist,
MBA,MBA
MBA Candidate,MBA Adayı
MBA Consultant,MBA Danışmanı
MBA Director,MBA Direktörü
MBA Graduate Student,MBA Yüksek Lisans Öğrencisi
MBA Intern,MBA Stajyer
MBA Marketing Intern,MBA Pazarlama Stajyeri
MBA Participant,MBA Katılımcısı
MBA Professor,MBA Profesörü
MBA Student,MBA Öğrencisi
MBA Summer Intern,MBA Yaz Stajyeri
MDS Coordinator,
MFL Teacher,Yabancı Dil Öğretmeni
MFT,Evlilik ve Aile Terapisti
MFTI,
MRI Technician,MR Teknisi
MRI Technologist,MR Teknologu
MRP Controller,MRP Kontrolcüsü
MSc Student,Yüksek Lisans Öğrencisi
Machine Learning Engineer,Makine Öğrenimi Mühendisi
Machine Learning Researcher,Makine Öğrenimi Araştırmacısı
Machine Learning Specialist,Makine Öğrenimi Uzmanı
Machine Operator,Makine Operatörü
Machine Shop Supervisor,Atölye Sorumlusu
Machine Technician,Makine Teknisi
Machinery Engineer,Makine Mühendisi
Machinist,Makineci
Mainframe Developer,Ana Bilgisayar Geliştiricisi
Maintenance,Bakım
Maintenance Administrator,Bakım Yöneticisi
Maintenance Assistance Manager,Bakım Yardımcı Müdürü
Maintenance Assistant,Bakım Görevlisi
Maintenance Clerk,Bakım Memuru
Maintenance Coordinator,Bakım Koordinatörü
Maintenance Electrician,Bakım Elektrikçisi
Maintenance Engineer,Bakım Mühendisi
Maintenance Engineering Manager,Bakım Mühendisliği Müdürü
Maintenance Executive,Bakım Yürütücüsü
Maintenance Foreman,Bakım Usta Görevlisi
Maintenance Lead,Bakım Şefi
Maintenance Leader,Bakım Lideri
Maintenance Manager,Bakım Müdürü
Maintenance Mechanic,Bakım Mekanikçisi
Maintenance Officer,Bakım Görevlisi
Maintenance Person,Bakım Personeli
Maintenance Planner,Bakım Planlamacısı
Maintenance Specialist,Bakım Uzmanı
Maintenance Superintendent,Bakım Şefi
Maintenance Supervisor,Bakım Amiri
Maintenance Team Leader,Bakım Ekip Lideri
Maintenance Technician,Bakım Teknikeri
Major Account Manager,Büyük Müşteri Müdürü
Major Gifts Officer,Büyük Bağış Görevlisi
Makeup Artist,Makyaj Sanatçısı
Mall Leasing Executive,Alışveriş Merkezi Kiralama Yöneticisi
Mall Manager,Alışveriş Merkezi Müdürü
Malware Analyst,Kötü Amaçlı Yazılım Analisti
Management,Yönetim
Management Accountant,Yönetim Muhasebecisi
Management Administrator,Yönetim Yöneticisi
Management Adviser,Yönetim Danışmanı
Management Analyst,Yönetim Analisti
Management Assistant,Yönetim Asistanı
Management Associate,Yönetim Yardımcısı
Management Consultant,Yönetim Danışmanı
Management Coordinator,Yönetim Koordinatörü
Management Director,Yönetim Direktörü
Management Engineer,Yönetim Mühendisi
Executive Manager,İcra Müdürü
Management Information Executive,Yönetim Bilgi Yöneticisi
Management Information System Assistant,Yönetim Bilgi Sistemleri Asistanı
Management Information System Executive,Yönetim Bilgi Sistemleri Yöneticisi
Management Information Systems Manager,Yönetim Bilgi Sistemleri Müdürü
Management Information Systems Officer,Yönetim Bilgi Sistemleri Görevlisi
Management Lead,Yönetim Lideri
Management Lecturer,Yönetim Öğretim Görevlisi
Management Officer,Yönetim Görevlisi
Management Specialist,Yönetim Uzmanı
Management Staff,Yönetim Personeli
Management Systems Auditor,Yönetim Sistemleri Denetçisi
Management Systems Specialist,Yönetim Sistemleri Uzmanı
Management Team,Yönetim Ekibi
Management Team Leader,Yönetim Ekip Lideri
Management Team Member,Yönetim Ekip Üyesi
Management Trainee,Yönetim Stajyer
Manager,Müdür
Manager Accounts,Muhasebe Müdürü
Manager Civil,İnşaat Müdürü
Manager Knowledge Management,Bilgi Yönetimi Müdürü
Manager Real Estate,Gayrimenkul Müdürü
Manager Strategic Planning,Stratejik Planlama Müdürü
Manager Student Services,Öğrenci Hizmetleri Müdürü
Manager of Events,Etkinlik Müdürü
Manager of Operations,Operasyon Müdürü
Manager of Products,Ürün Müdürü
Manager of Purchasing,Satın Alma Müdürü
Manager on Duty,Nöbetçi Müdür
Managing Consultant,Yönetici Danışman
Managing Director,Yönetici Direktör
Managing Editor,Yönetici Editör
Owner Manager,Sahibi Yönetici
Managing Partner,Yönetici Ortak
Mandarin Teacher,Mandarin Öğretmeni
Mandarin Translator,Mandarin Tercümanı
Manual Tester,Manuel Test Uzmanı
Manufacturer,Üretici
Manufacturing Assistant,Üretim Asistanı
Manufacturing Engineer,Üretim Mühendisi
Manufacturing Engineering Manager,Üretim Mühendisliği Müdürü
Manufacturing Executive,Üretim Yöneticisi
Manufacturing Manager,Üretim Müdürü
Manufacturing Process Engineer,Üretim Süreç Mühendisi
Manufacturing Specialist,Üretim Uzmanı
Manufacturing Supervisor,Üretim Süpervizörü
Manufacturing Technician,Üretim Teknisyeni
Marcom Executive,Pazarlama ve İletişim Yöneticisi
Marcom Manager,Pazarlama ve İletişim Müdürü
Marine,
Marine Biologist,Deniz Biyoloğu
Marine Engineer,Deniz Mühendisi
Marine Structures Engineer,Deniz Yapıları Mühendisi
Marine Superintendent,Deniz Süperintendantı
Maritime Engineer,Denizcilik Mühendisi
Market Development Executive,Pazar Geliştirme Yöneticisi
Market Execution Executive,Pazar Uygulama Yöneticisi
Market Intelligence Manager,Pazar İstihbarat Müdürü
Market Intelligence Specialist,Pazar İstihbarat Uzmanı
Market Manager,Pazar Müdürü
Market Research Analyst,Pazar Araştırma Analisti
Market Research Specialist,Pazar Araştırma Uzmanı
Market Researcher,Pazar Araştırmacısı
Market Risk Analyst,Piyasa Risk Analisti
Market Supervisor,Pazar Süpervizörü
Marketer,Pazarlamacı
Marketing,Pazarlama
Marketing  Sales Consultant,
Marketing Account Manager,Pazarlama Hesap Müdürü
Marketing Administration Assistant,Pazarlama İdari Asistanı
Marketing Administration Staff,Pazarlama İdari Personeli
Marketing Administrator,Pazarlama Yöneticisi
Marketing Analyst,Pazarlama Analisti
Marketing And Communications Executive,Pazarlama ve İletişim Uzmanı
Marketing And Communications Manager,Pazarlama ve İletişim Müdürü
Marketing And Public Relations Specialist,Pazarlama ve Halkla İlişkiler Uzmanı
Marketing And Social Media,
Marketing And Social Media Coordinator,Pazarlama ve Sosyal Medya Koordinatörü
Marketing And Social Media Manager,Pazarlama ve Sosyal Medya Müdürü
Marketing And Social Media Specialist,Pazarlama ve Sosyal Medya Uzmanı
Marketing Assistant,Pazarlama Asistanı
Marketing Associate,Pazarlama Temsilcisi
Marketing Campaign Specialist,Pazarlama Kampanyası Uzmanı
Marketing Campaigns Consultant,Pazarlama Kampanyaları Danışmanı
Marketing Communications Coordinator,Pazarlama İletişimi Koordinatörü
Marketing Communications Executive,Pazarlama İletişim Uzmanı
Marketing Communications Manager,Pazarlama İletişim Müdürü
Marketing Communications Specialist,Pazarlama İletişim Uzmanı
Marketing Consultant,Pazarlama Danışmanı
Marketing Coordinator,Pazarlama Koordinatörü
Marketing Data Analyst,Pazarlama Veri Analisti
Marketing Department Specialist,Pazarlama Bölümü Uzmanı
Marketing Designer,Pazarlama Tasarımcısı
Marketing Director,Pazarlama Direktörü
Marketing Engineer,
Marketing Executive,Pazarlama Uzmanı
Marketing Intern,Pazarlama Stajyer
Marketing Lead,Pazarlama Lideri
Marketing Manager,Pazarlama Müdürü
Marketing Officer,Pazarlama Görevlisi
Marketing Operations Manager,Pazarlama Operasyonları Müdürü
Marketing Positions,Pazarlama Pozisyonları
Marketing Project Manager,Pazarlama Proje Müdürü
Marketing Representative,Pazarlama Temsilcisi
Marketing Specialist,Pazarlama Uzmanı
Marketing Staff,Pazarlama Personeli
Marketing Strategist,Pazarlama Stratejisti
Marketing Supervisor,Pazarlama Süpervizörü
Marketing Support Executive,Pazarlama Destek Uzmanı
Marketing Support Officer,Pazarlama Destek Görevlisi
Marketing Team,Pazarlama Ekibi
Marketing Team Member,Pazarlama Ekip Üyesi
Marketing Trainee,Pazarlama Çalışanı
Marriage And Family Therapist,Evlilik ve Aile Terapisti
Marriage And Family Therapy Intern,Evlilik ve Aile Terapisi Stajyeri
Marshal,
Mary Kay Consultant,Mary Kay Danışmanı
Massage Therapist,Masaj Terapisti
Master,
Master Black Belt,Master Black Belt
Master Data Administrator,Ana Veri Yöneticisi
Master Data Analyst,Ana Veri Analisti
Master Data Specialist,Ana Veri Uzmanı
Master Mariner,Kaptan
Master Of Ceremonies,Sunucu
Master Planner,Baş Planlamacı
Master Sergeant,Astsubay Başçavuş
Material Analyst,Malzeme Analisti
Material Control Engineer,Malzeme Kontrol Mühendisi
Material Control Executive,Malzeme Kontrol Şefi
Material Controller,Malzeme Kontrol Sorumlusu
Material Handler,Malzeme Taşıyıcı
Material Handling,
Material Planning Executive,Malzeme Planlama Şefi
Material Requirements Planner,Malzeme İhtiyaç Planlamacısı
Material Specialist,Malzeme Uzmanı
Materials Coordinator,Malzeme Koordinatörü
Materials Engineer,Malzeme Mühendisi
Materials Officer,Malzeme Memuru
Materials Planner,Malzeme Planlamacısı
Mathematician,Matematikçi
Mathematics And Science Teacher,Matematik ve Fen Bilimleri Öğretmeni
Mathematics Educator,Matematik Eğitmeni
Mathematics Specialist,Matematik Uzmanı
Mathematics Teacher,Matematik Öğretmeni
Mathematics Tutor,Matematik Özel Öğretmeni
Matron,Baş Hemşire
Mayor,Belediye Başkanı
Mba Finance,Finans MBA
Mba Graduate,MBA Mezunu
Mba Internship,MBA Stajı
Meat Cutter,Et Kesimci
Meat Slicer,Et Dilimleyici
Mechanic,Mekanikçi
Mechanic Foreperson,Mekanik Usta
Mechanical  Electrical Engineer,
Mechanical And Electrical Project Engineer,Makine ve Elektrik Proje Mühendisi
Mechanical And Electrical Supervisor,Makine ve Elektrik Denetçisi
Mechanical And Electricalclerk Of Work,
Mechanical Assembly Technician,Mekanik Montaj Teknikeri
Mechanical Design Draftsman,Makine Tasarım Teknik Çizeri
